gardenQuantity,renewableQuantity,sewageQuantity
127.12865370222445, 268.87834681728344, 560.5730654823669
120.28117093580133, 254.39585374842565, 530.3791297060745
113.23611108894116, 239.4954832207116, 499.3139789328146
111.06686840359907, 234.90751371034105, 489.74871581954585
101.03052278880706, 213.68054450705634, 445.49350770019777
102.30582080654409, 216.3778122962022, 451.11692695610327
101.97982216445922, 215.68832197756979, 449.6794378235223
103.17308438000215, 218.21208324217204, 454.94112068266725
110.82549118710115, 234.39699853503416, 488.6843643751674
96.77106689288637, 204.6717535989194, 426.71146148694953
122.98978142930969, 260.1245914519834, 542.3227320594841
125.88174366454513, 266.24111988379923, 555.0748228608422
103.0401223249471, 217.93086719440072, 454.35482526755476
102.92468745839966, 217.68672132186555, 453.8458158891056
110.67913621947443, 234.08745634609426, 488.03901298929304
112.50986207951705, 237.95945945781523, 496.1115881132752
113.17059072892661, 239.35690701801818, 499.0250672831177
118.96999854733006, 251.62271131406624, 524.5975226192662
126.52759536284418, 267.60710254679935, 557.9227022005425
119.992870720071, 253.78609597049612, 529.1078715671365
127.08144453651842, 268.7784989697683, 560.3648969383919
104.43474854045394, 220.88051528972198, 460.5044215234857
122.50279715687154, 259.09461494955076, 540.1753777180955
123.91925637990039, 262.0904400694657, 546.4212464948068
123.65202933741332, 261.5252522591937, 545.2429103917781
107.52029108367458, 227.40646796754103, 474.1101035767299
109.05356216714262, 230.6493513155491, 480.8710535785162
113.70726017893195, 240.49196815728556, 501.3915081285064
121.07135523360154, 256.0671012719867, 533.8634428110605
98.18320971629792, 207.65844949139816, 432.9382971244365
124.42744985933635, 263.16527425227804, 548.6621227121609
104.63102374161188, 221.2956392611611, 461.3698958912785
102.05922699831201, 215.8562639783216, 450.0295729805518
120.81385877061163, 255.52249373258653, 532.7280136422185
126.96297013278692, 268.52792444634025, 559.8424847382555
108.91492922642595, 230.3561412891012, 480.2597524257768
95.6920154664719, 202.3895492711308, 421.9533904439327
96.55280625488383, 204.21013021337748, 425.74904246215755
98.37346035870587, 208.0608314621173, 433.77720623515836
102.60015600971836, 217.0003341316414, 452.4147963373778
109.23745649326993, 231.038289615124, 481.6819345492489
101.27588869268779, 214.19949579521602, 446.57544723859206
123.30260055257955, 260.78620695933114, 543.7021061798429
109.19856770742294, 230.95603945244423, 481.51045467228744
124.93556372477691, 264.2399400507109, 550.9026478720614
121.95062041643146, 257.92675573924055, 537.7405575649491
119.22004433145133, 252.1515605947377, 525.7000980625971
120.74773351448013, 255.38263816868547, 532.4364347065816
98.61264175938732, 208.56670246548143, 434.83187524235507
102.97054782610648, 217.78371644841133, 454.04803691608015
106.5505939249645, 225.35554898622232, 469.83422954662416
100.33074537933307, 212.20050843713798, 442.40784324800444
122.32331904862835, 258.7150169940233, 539.3839700346592
125.73248476722216, 265.92543585513033, 554.416666613716
101.10265870200546, 213.83311266948152, 445.8115905935139
114.68445894403045, 242.5587531095357, 505.7004604487281
116.33766353675556, 246.05529700343905, 512.9902565680527
108.64569733795132, 229.78671320994357, 479.07257596592586
117.36433879704899, 248.22672522726415, 517.5173752085573
116.94305953276778, 247.33571546015332, 515.6597467217848
114.22008043780971, 241.57658802390068, 503.65278610313146
116.3999371440254, 246.18700629230074, 513.2648516802425
124.6789698690345, 263.6972415344732, 549.7711987446728
119.30340901056394, 252.32787770696996, 526.0676941344675
106.28253405436946, 224.78859973635082, 468.65222109285537
96.4408798602963, 203.97340479337575, 425.25550367058594
126.19695242714268, 266.90778950171295, 556.4647340820377
114.16887545651257, 241.4682889873024, 503.4269980333471
115.38188128641205, 244.03380818950401, 508.77574024615666
105.61258639652944, 223.37165388308892, 465.69809075849525
111.09587908999444, 234.96887159600143, 489.876638273932
104.3945307929712, 220.79545436017574, 460.3270815978541
100.98507678090992, 213.58442575556342, 445.29311379041474
125.77839821068788, 266.0225432374257, 554.6191216779434
112.83919478904166, 238.65600136171398, 497.56377879700767
122.12336211377317, 258.29210611978056, 538.5022610833572
107.43065856976942, 227.21689432337777, 473.7148695234818
95.69879934654517, 202.40389724388115, 421.98330392400027
107.77199562128254, 227.93882552807148, 475.21999328399613
101.08684000437363, 213.799655969169, 445.7418381375162
104.8265277314401, 221.70913211308985, 462.2319696071595
117.62039601326236, 248.76828874564575, 518.6464580270368
101.25140864885452, 214.14772026291692, 446.46750262646003
104.41854769935011, 220.84625035222606, 460.4329840080516
109.2824851854716, 231.1335257398366, 481.880488307879
97.49045647528382, 206.19326960651964, 429.883605702566
127.48689835434263, 269.6360377627353, 562.1527432102608
123.32855140578235, 260.841093267842, 543.8165363174091
105.39594087833909, 222.91344649175733, 464.7427935952023
115.01072675336466, 243.24881271953487, 507.1391364727431
114.16669802027596, 241.4636836883509, 503.41739664081683
113.2241700571639, 239.47022782163313, 499.2613250220442
107.31838945508973, 226.97944404702685, 473.2198195096399
121.83585988171161, 257.68403608512057, 537.2345216488056
102.12836839241541, 216.00249870355285, 450.3344515591848
121.68357720288006, 257.3619567289666, 536.5630320545523
112.42308474338076, 237.7759245425774, 495.72894394993614
119.49991937998713, 252.74349906159173, 526.9342054753699
121.4461308147778, 256.85975529418846, 535.5160135753197
123.10670872437105, 260.37189382543227, 542.8383222928601
113.67362893203725, 240.42083774094658, 501.24321133924036
124.47874587125521, 263.2737658195322, 548.8883121809469
99.69939629716215, 210.86519894918928, 439.6239131104997
113.3615690845286, 239.76082810926502, 499.86718524097273
96.99989982215953, 205.15573748397213, 427.7204989691402
110.26977899123665, 233.22166180189893, 486.2339546517122
121.19784256644408, 256.33462321890903, 534.4211879759099
109.7534654971993, 232.12965370873223, 483.9572732767929
125.84591635605662, 266.165344775696, 554.9168425506406
124.59210975461033, 263.5135315423464, 549.3881895709507
96.03180117777981, 203.10819937610717, 423.45167357875715
104.55018566966923, 221.12466594782177, 461.01344087915567
96.07852219424014, 203.20701478318995, 423.65768963144785
110.6848482615056, 234.09953737089526, 488.06420020569414
98.81480376463517, 208.9942770851862, 435.72330743883924
122.43830215208538, 258.9582073832008, 539.8909873663661
127.05012988983643, 268.7122681855523, 560.2268151844064
125.5282953437979, 265.49357322613963, 553.5162945284729
105.12599783837337, 222.34251432023584, 463.5524813169518
112.76370252153492, 238.49633447707723, 497.23089607872157
99.93306739158538, 211.35941560088662, 440.65428445402284
98.97912295927897, 209.3418137900872, 436.44787198016456
108.02667294139756, 228.47747055269966, 476.3429914585864
109.89497938847434, 232.42895697380763, 484.58127796440795
96.01995662680339, 203.08314803486672, 423.39944509952176
127.29014991030188, 269.2199128779674, 561.2851820807051
122.4649742117088, 259.01461905034984, 540.0085976594858
115.5296852516762, 244.34641502262878, 509.4274809787585
98.65013334674448, 208.64599753968054, 434.99719418063177
117.72401046193703, 248.98743431869087, 519.1033453410319
124.3719705973472, 263.04793507018286, 548.4174872263104
118.03472491300307, 249.6445984237286, 520.4734389214434
117.09112116257528, 247.64886725630907, 516.3126236247049
114.39064318903579, 241.9373299120803, 504.4048815712064
108.19017584629569, 228.82328079679937, 477.0639565749849
106.62486215941959, 225.51262702897498, 470.1617148982269
98.39379671062329, 208.1038430454592, 433.8668792616799
97.92259219418219, 207.10724088140034, 431.789105663375
101.1875580343433, 214.01267558830514, 446.1859537099322
125.98594382439133, 266.46150424170463, 555.534292864871
119.45963246693876, 252.65829184619724, 526.7565605645756
120.2105607934181, 254.24651260620755, 530.0677746903702
111.38639078964093, 235.58330668405793, 491.157647938447
119.05947156785898, 251.8119476281777, 524.9920533873915
123.46601426044325, 261.13182855083005, 544.4226779824323
97.5467541968185, 206.3123398385641, 430.13185018106327
125.98504877255506, 266.4596111983108, 555.5303461389599
122.47948542723995, 259.04531041322275, 540.0725847806993
118.20724710191502, 250.00948454179132, 521.234174518696
115.91224340329464, 245.15552925748548, 511.1143689425084
103.73659347275925, 219.4039104885451, 457.4259107780139
101.42916118894328, 214.52366862490922, 447.25130142706894
107.63733078367753, 227.65400807854144, 474.62618945904774
105.01955118890986, 222.1173786148029, 463.08310542990864
118.55016387702189, 250.7347568773469, 522.7462640612885
103.1396219734571, 218.14130992482507, 454.79356839394944
101.48390124031772, 214.63944436931948, 447.49267736797606
121.50451307707193, 256.98323435034104, 535.7734498242763
96.36116549182472, 203.80480812387566, 424.90400362243963
100.7129330938132, 213.00883919382164, 444.093097771329
114.55278464669237, 242.28026068193935, 505.1198433938434
104.51102053343433, 221.04183130136687, 460.8407424367522
107.95744489995957, 228.3310525675077, 476.0377308090311
119.57717067739465, 252.90688631168467, 527.2748446258613
106.90558932133442, 226.10636772396546, 471.3995797000312
113.21973835765071, 239.46085473378866, 499.2417834685938
120.55986299119672, 254.98529017320948, 531.6080207174157
117.72462157612371, 248.9887268311768, 519.1060400455144
127.48133580085297, 269.62427290766277, 562.1282151627216
100.56217363162482, 212.68998145577604, 443.42832479208096
98.46440230599646, 208.25317457070645, 434.1782142273695
106.06850270417131, 224.33592133590818, 467.7084510882509
105.5839329791203, 223.3110516248311, 465.5717436796438
117.89508850763366, 249.349266059719, 519.8577129971036
105.05500289881033, 222.19235932821638, 463.23942954030196
103.27468133780064, 218.42696180226844, 455.38911188227667
119.6732723493183, 253.11014228837215, 527.698604394091
98.89119486535071, 209.15584501085667, 436.06015355697707
110.58123436165965, 233.88039295862822, 487.607315311756
109.70010734639985, 232.016800697563, 483.7219908185031
96.16382571519966, 203.38743256490434, 424.033835015263
118.95247358017859, 251.58564583702, 524.5202463776599
111.45060938402186, 235.71912963969558, 491.44081946008833
115.74861951934353, 244.8094631415047, 510.3928703696733
126.59103168244455, 267.7412709836198, 558.2024242860497
117.20023269785177, 247.8796392213183, 516.7937503103749
109.82624258270349, 232.28357795685952, 484.27818341569446
114.32664448149912, 241.8019720192703, 504.1226796393368
121.77785000914712, 257.56134463689085, 536.9787274502145
104.16153755008447, 220.30267137111238, 459.2996992367727
120.80418484194641, 255.50203327877867, 532.6853565095487
111.28690599301348, 235.3728953655105, 490.71897030134267
103.8999103109311, 219.74932719969763, 458.1460554342558
118.34226723621889, 250.29505344731683, 521.8295450223895
111.51170799065358, 235.84835379070765, 491.7102334137394
115.60191944891932, 244.4991910567705, 509.7459972550032
123.5224174850958, 261.2511219230014, 544.6713876763197
107.02832089908051, 226.36594621210037, 471.9407638844384
