,base,conservative,overflow
0,101.70602563164068,84.19382439986603,100.54948706092466
1,96.41635246462944,79.02595433771795,92.03630792817155
2,100.60609153887064,75.79476925475291,105.36937332832579
3,105.49607980275464,80.87504046528768,92.23478405909607
4,96.95754821474651,72.54618428815505,109.20242803915815
5,112.22541774660465,89.78377814629962,113.13675099062124
6,102.48874522119392,78.73842882480248,98.23569779573698
7,102.43289610913338,89.09461302777994,112.2425260989332
8,92.48106514279823,80.53954919709591,114.99798365745478
9,110.46554594025478,74.87279269997043,105.20755654535891
10,116.47995449069191,76.68699612680783,115.84585579190858
11,95.52674690989315,89.26008362616962,108.35741744835954
12,109.553646653578,81.90488902318826,100.18359205120882
13,104.88459811570087,93.48506172405789,92.18585010408684
14,108.19101833588729,78.46162127501498,106.37766702706844
15,91.31299856507825,78.39399993084108,112.74471517847128
16,89.4590539018485,76.36854101042573,105.64479395969795
17,100.51867064052743,86.82729192186858,97.74683988515746
18,116.27684161376558,88.55638180351015,116.19836239518105
19,113.32495644474895,83.37731577237783,103.80235545644346
20,112.56887214857448,85.95203560532553,105.63148094764068
21,97.01772796307964,85.02454460530774,100.49622667477078
22,94.75932456568931,76.71423587787405,119.89570368032308
23,101.7483585636828,76.8596915566909,105.98928495350128
24,101.69454519311519,89.97260838860653,92.3028645457008
25,110.05240168995856,76.56056419837158,107.4871886495698
26,108.06138447492907,93.2505313399061,115.73329831126725
27,103.42803608297906,87.50329164712116,108.27134001641554
28,96.39038139767338,86.33814557593028,115.6771179491626
29,105.14455561159485,89.34848069482305,101.02289551000582
30,108.2424394056725,72.71782187762828,100.86603716653052
31,108.09433512782715,72.65382779290326,114.8956244314948
32,111.57575037957285,88.73031066952575,92.07160983924904
33,97.2475397414949,78.52563251193335,101.20547598723444
34,113.70947560386324,74.50574527846477,118.15161662447905
35,95.49833537455402,87.5325992032976,109.70431079378443
36,95.71369315100063,91.26960887262176,101.61967995465022
37,90.6330249721978,86.06626020548464,114.19239150829223
38,92.15643729679445,82.96970701118009,93.89405386176516
39,103.54725859065796,91.04327637982406,112.69880759326584
40,100.8427098394218,86.25612987476572,102.94989184747169
41,97.7579618374988,87.30582088538122,103.62113449438057
42,88.61082581999098,79.68212391565766,93.35515503006745
43,105.55290863281624,78.28718449150841,95.06523424160729
44,110.07516491946764,82.57972901741721,100.61369211108351
45,102.14949733262014,73.47067540638963,100.16320877087117
46,91.82119046697174,74.39997786221736,98.36985894897148
47,107.43217031882278,83.88083108099381,96.37213519890592
48,89.08287719070253,78.39338941484735,98.34743096009613
49,101.41473930634425,85.3068929877509,91.66831257551705
50,106.60250447698613,75.3424250400432,98.90140633371279
51,91.79620626817801,86.16942870082434,115.15136938900244
52,102.79760001541572,91.64351735073444,108.75465892131166
53,110.06556885257861,86.90193266755699,93.85967337333922
54,115.85405090495851,81.37221484914028,97.8722614424514
55,117.20071205149773,88.4301656720078,101.57312193254464
56,111.44222765726107,94.05092443313627,107.49465876270695
57,97.08921662565149,78.79293962951887,119.04146681109532
58,92.16681449144077,88.67467102913555,116.10673012682872
59,96.92721302122308,83.15897359721141,118.42596701030595
60,93.00136886809551,84.13623827820736,97.56313524240713
61,104.26431605152693,87.45541705971605,97.77925583227369
62,109.04452904842594,86.52797344252905,111.72120809951605
63,107.70584153784742,91.53453534355921,114.11291793358265
64,91.59473307092631,84.88350146382966,96.75100682903904
65,95.23410235339364,82.26601782944203,116.01439323787191
66,110.90776364364937,94.75850762963915,95.7980013908491
67,93.39245381161571,92.153298041825,108.874414021295
68,91.59056867756435,73.63570284810578,108.86723516295083
69,89.03647159118357,93.0332057540864,107.57331902003777
70,109.871853092832,85.47501572487226,103.6786490084612
71,92.40574924553087,91.12922462459524,102.94916583198393
72,93.49876838322304,73.81598972860535,116.81163082175165
73,113.45019342418726,87.18954127418984,99.53269597734915
74,90.07282008064873,93.67531030832815,108.71269535994543
75,103.02772874606545,87.65204433747526,102.883809467916
76,100.99993120454303,92.0683169178475,113.08357227724464
77,106.93793824035153,83.7393329043573,105.40131024494494
78,109.13686326145918,83.31929461713796,92.79783909969706
79,114.62555078573746,79.09775166035331,99.70229798149298
80,116.7547640715142,94.41127852870085,100.81257593665505
81,110.42635672812914,75.05541591228204,118.57969254174157
82,97.3532702048247,77.46204157103574,105.54740886569236
83,107.560003678526,87.78509529733297,110.14597769545246
84,105.44058474611799,76.99887192906844,95.8966485672915
85,101.12770435016355,77.61879939475145,96.05837849780235
86,93.23679542974232,83.04068451369865,91.4210847442467
87,95.61485673788904,77.47181972576551,99.69527143208565
88,94.92121592852502,77.08194913667751,108.33437631431349
89,88.03846554282161,86.79493158998139,99.81575738208998
90,108.33937906892584,90.90885942856728,111.65482419865131
91,116.2789789108724,89.68439792315554,93.58392518013798
92,95.60179417845312,95.76409420569156,118.33666708211037
93,99.71471785292479,76.74034193810199,110.87644301637043
94,110.90676523054586,77.71246529935469,95.32591688766756
95,110.84405478008308,95.97501436490722,99.51673728889216
96,111.44144796826076,78.14569385649834,100.30409624213542
97,112.5168336591934,72.53339846386372,118.49110300797108
98,97.81606771313919,86.2004736120723,91.38910453451922
99,112.48310618566394,76.19954138203248,103.3017256005125
100,113.15632088754684,78.44993507241472,95.2557945659232
101,92.06135203740273,87.6229423908512,104.39868835730611
102,114.3374898042227,82.56455420522333,111.01971418872452
103,112.82981576299306,94.9102602827896,106.10765093959745
104,115.21446721461656,95.72448707989584,99.7958044297708
105,93.5059495942755,85.68853695194821,119.63199622011057
106,88.58956826233269,87.40125365059606,97.0997300890559
107,98.48575372500956,81.95708302316245,119.55785304157196
108,95.28367008339451,79.7126202114528,117.20285503623428
109,109.87678232253788,84.00609427229509,118.8275045275347
110,116.80732207410381,74.8904871128194,115.18275179941622
111,111.50407036823565,85.39101706826644,102.37131890348793
112,88.21465617653597,84.4875038686813,93.72948560464687
113,97.59269042878536,89.41261603778366,94.50041727901016
114,113.88794032577594,76.78408577097377,117.77377030792486
115,107.31010269452051,90.76362511687088,99.76194120348691
116,90.65409228090314,73.4434416278382,100.69645945270172
117,88.18124230735296,91.96381379228464,101.24585898752306
118,95.38575696456888,93.79815306141971,111.25969702050959
119,94.15982175467596,90.9162343116572,104.3068807375226
120,93.71746068016891,85.23778946046048,110.46839680371698
121,97.37446715515905,83.3783422520718,97.32714971612964
122,107.9878055682775,95.00298130227634,92.32659589124323
123,107.8108697886864,88.3526389184037,94.49499119014955
124,99.60190633488251,84.2773045614414,101.89657974694626
125,106.88875926866145,73.3624070102888,108.61210924363372
126,92.93220654944493,79.80427462734042,118.19953596284523
127,109.8928219848189,78.28905056027452,114.66623203439913
128,102.56439812208998,73.34268130708112,98.31485025651158
129,108.47204078976429,82.90849664961911,117.31831352811764
130,91.37683526788263,87.10943282971516,102.54102506490555
131,110.92284755819313,90.47504303024027,117.55300932560313
132,109.93100513568577,91.94502022620036,108.67455268466469
133,89.90838900491836,75.66197971477497,105.528254464937
134,94.47101590191168,90.2726418641259,106.34394127269844
135,93.62007570563856,85.87924558899417,108.13438381874872
136,110.3007263259495,90.00797738732432,99.90444409364643
137,113.73940078086865,82.44932675535976,90.93533214284125
138,108.31389545575986,82.41252328360993,100.6549114747562
139,110.72674600438823,86.33352873155422,115.01408326849857
140,108.56682456110771,80.46935278081435,106.08152674757577
141,89.99726427944947,84.06170343395144,119.78161964247707
142,102.86173695786022,86.69609390279018,105.46407533325913
143,89.03230527989797,81.22944115789156,93.03325632980335
144,90.9619511243359,92.39585669469996,107.49872277587684
145,111.67547045855757,87.38768221417266,99.4483391921856
146,107.26780377714027,72.18278134730419,116.59716364532672
147,109.42281006728577,77.36063602991537,108.32890156547869
148,113.01191965275473,76.20481355715827,100.21534331801942
149,89.74166702742365,91.9888284583613,110.6599823492754
150,106.06469191596057,73.82225160957458,109.94583408313272
151,93.90419390003036,88.00505150864252,114.54891635474917
152,95.20918568344305,86.58654850288109,94.17627909012087
