gardenQuantity, renewableQuantity, sewageQuantity
10.139796841672208, 89.73073370795848, 102.92540628381344
9.442650064191744, 83.56142944849124, 95.84892177115191
9.303152053243236, 82.32696103964034, 94.43292797198113
9.229765619566438, 81.67753791599681, 93.6880088557655
11.258305269204461, 99.62881977695434, 114.2789803379304
11.384013688394406, 100.74125909534617, 115.55500098414754
11.345781749672401, 100.40293082643014, 115.16692241734548
11.30490300705341, 100.0411800314649, 114.75197710254986
10.163738723481309, 89.94260408905436, 103.16843165709048
9.287776145830803, 82.19089406758098, 94.27685270320424
11.097915446151774, 98.2094721582072, 112.65092131867647
10.430401285118961, 92.30239765117508, 105.87522676608515
9.683503365453767, 85.69282752043338, 98.29373642318816
11.218575834967588, 99.2772396280084, 113.87570123637573
11.316116733265666, 100.14041435502557, 114.86580357702206
10.434387066059863, 92.33766926990776, 105.9156849852296
10.730413540574464, 94.95731472927329, 108.92054254164151
11.604019238298122, 102.68816786688598, 117.78819766077831
9.660031336087066, 85.48511503372625, 98.05548035192797
11.368987003798908, 100.60828252244181, 115.40247054973744
10.18137188457382, 90.09864631624367, 103.34741949065892
11.925418589688753, 105.53234710083476, 121.05060610325157
10.426383788046616, 92.26684536491138, 105.83444660797431
9.03050299535912, 79.91419080462144, 91.66536610720185
10.625861714253597, 94.03209776163914, 107.8592748091792
11.023459069641612, 97.5505807230223, 111.89514160016832
9.814895096798745, 86.85556052592027, 99.62744631325587
9.850375590691534, 87.16954026328902, 99.98759595985013
11.995969935889892, 106.15668150886697, 121.76674727304098
10.218013439759703, 90.42290070539647, 103.71935465003789
9.112840556686377, 80.64282569790204, 92.50114487913913
10.731154801779617, 94.96387441807634, 108.92806681573634
9.839659474972814, 87.07470947516234, 99.87882054932112
10.1913236929049, 90.1867134715538, 103.44843669363928
11.934966694767642, 105.61684173989184, 121.14752546069334
11.15169728960177, 98.68540716442956, 113.19684133800405
10.749010376296312, 95.12188486218857, 109.10931228744136
10.333767920907292, 91.44725402189194, 104.8943364753466
10.405485677991539, 92.08191042216724, 105.62231745967199
11.615807890529187, 102.79248991895847, 117.90786000109607
10.205147169965642, 90.30904242532117, 103.588753804026
10.001431998668195, 88.50629311255015, 101.52091486214553
10.918866056727285, 96.62499928030961, 110.8334557975088
10.268545108941035, 90.87007374268003, 104.23228332719962
10.85157265816437, 96.02949563057804, 110.15038487454497
11.884703101872978, 105.17204100673509, 120.63731792885147
9.866138909841808, 87.30903558209201, 100.14760370490232
10.254408828206849, 90.7449766759452, 104.0887910599849
9.95762605352448, 88.11863844255109, 101.07625657441403
10.437106199426198, 92.36173186562057, 105.94328592347719
10.463437394812116, 92.59474614768939, 106.21056435374079
9.141628860989739, 80.89758382646062, 92.7933645323444
11.583784081671329, 102.50909963907343, 117.58279791268181
9.063599844921205, 80.20707681022883, 92.00132024327405
10.569489595081514, 93.53324046765519, 107.28706183889358
11.486773730959152, 101.65061991974659, 116.59808096847729
11.71052447635369, 103.63067128225923, 118.86929376846086
11.517552072980571, 101.92298861263264, 116.9105007739982
9.128781975242381, 80.78389708283325, 92.66296044677198
10.363897703369737, 91.71388337640774, 105.20017298761726
10.34247001034409, 91.52426196220364, 104.98266823433407
11.70561368590441, 103.58721391945596, 118.8194461127278
10.62711398445498, 94.0431795540779, 107.87198615056671
10.432445478946777, 92.32048746252687, 105.89597663746189
9.349532065836554, 82.73739456452904, 94.90371468636549
9.849708417710184, 87.16363620800453, 99.98082372848896
10.696260112856647, 94.65507868099601, 108.57386346328026
9.868132233258667, 87.32667522275788, 100.16783720915677
9.556772580430957, 84.57134091660446, 97.0073381115837
11.705358669160782, 103.58495718395417, 118.81685753010068
9.754461349530562, 86.32076041426427, 99.0140052268164
9.231019600659167, 81.68863484873259, 93.70073756379158
9.344702992451507, 82.69466034561559, 94.85469651096304
10.285565205629112, 91.02069074097382, 104.40504816597931
9.319461296256588, 82.47128743637789, 94.59847719249726
11.09500418974458, 98.18370939614123, 112.62137020900579
10.771738686412428, 95.32301590795859, 109.34001913387753
10.289459936079123, 91.0551566209447, 104.44458216455861
9.380808818558133, 83.01417387416724, 95.22119367843727
11.012939028242906, 97.45748506754876, 111.78835646906644
9.980528299985837, 88.32130871401966, 101.30872898571123
9.184950410880605, 81.28095190747557, 93.23310589925592
10.968143628206386, 97.06107435293768, 111.33365458298364
11.14160588773637, 98.59610469538968, 113.09440717160133
9.399876102712225, 83.18290717560119, 95.4147387759311
11.64457468735116, 103.04705772002673, 118.19986133964528
10.802184957611743, 95.59244598590237, 109.64906820872072
10.600757388567684, 93.80994049377527, 107.60444988901071
9.003976338422014, 79.6794468125127, 91.39610361750556
10.783785625425747, 95.4296236332887, 109.46230324980047
11.665141709568784, 103.22906274661571, 118.40862973519117
11.390447841159801, 100.79819724286953, 115.62031173916668
9.640678658029941, 85.31385617830789, 97.859038324261
11.400882524739721, 100.89053753609795, 115.72623043395674
9.877262164072674, 87.40746928633092, 100.26051183104985
10.440871344119934, 92.39505099431328, 105.98150454396546
11.190502484138928, 99.02880838162052, 113.5907388170191
9.167810439575085, 81.12927409528737, 93.05912425663925
9.01624334675741, 79.78800201095738, 91.52062157743339
9.118925625971004, 80.69667467930661, 92.56291221414246
10.068120305833116, 89.09644208940709, 102.19784372142209
11.471043808906526, 101.5114201439532, 116.43841222527077
10.76621753717679, 95.27415725925381, 109.28397594710518
9.265721380227097, 81.99572346108083, 94.052982763234
10.328027365117073, 91.39645376514213, 104.83606617208224
9.351775475604502, 82.75724730986789, 94.92648672661763
9.53303510505713, 84.36127940206657, 96.7663875940189
10.589254619531188, 93.70814832560518, 107.48768944548736
9.386117621622185, 83.06115339471253, 95.27508141610897
11.744627530866245, 103.93246155980381, 119.21546152665482
9.212562918530152, 81.52530498570763, 93.51339046636522
9.986461597406056, 88.37381461124195, 101.36895573947308
10.118883792313369, 89.54566656190609, 102.71312549204792
10.964104543841882, 97.02533103290924, 111.29265530008651
9.24871623842584, 81.84523880399544, 93.88036972609554
10.118874605647582, 89.54558526577419, 102.71303224152985
9.8519611069479, 87.18357107073132, 100.00368996127878
10.138007154796718, 89.71489612078067, 102.90723982035695
9.86794349909587, 87.32500504581373, 100.1659214370078
9.316097994745702, 82.44152436351114, 94.56433753665718
10.499732643074791, 92.91593594148661, 106.5789842769344
10.037024825989297, 88.82126692910016, 101.88220476469647
9.126882091013043, 80.76708431937058, 92.64367540987723
11.631322255975613, 102.92978215629404, 118.0653407072426
10.867715680160808, 96.172351077351, 110.31424684570435
9.499726108585902, 84.06651603164524, 96.4282800314869
10.15990497030048, 89.90867781901734, 103.12951661669175
9.62309580311716, 85.15825912871804, 97.68056113050795
11.8794474507216, 105.12553184671047, 120.58396971699989
11.402166493840364, 100.90189984357393, 115.73926353939297
9.763275338718053, 86.39875859598692, 99.10347283965606
10.187572806535051, 90.15352051993187, 103.41036280423407
9.239589258657483, 81.76447085529388, 93.7877250591983
11.87133093281057, 105.05370584085628, 120.50158188254454
9.202629733349855, 81.43740263340193, 93.41256230024531
9.51545539882508, 84.20571021629263, 96.58794236138388
11.794967409727576, 104.37793737510154, 119.7264434097224
11.191630846971407, 99.03879367288701, 113.60219241956972
10.88050683657545, 96.28554465193447, 110.44408524299907
9.997850281139621, 88.47459719725798, 101.48455814439482
10.6052703490449, 93.84987731510795, 107.65025931674514
10.603674256265679, 93.83575291218531, 107.63405795686258
10.250641786775105, 90.7116407623311, 104.0505531863959
10.655256775348294, 94.29222530074102, 108.15765343087655
10.485119623511702, 92.78662004023543, 106.43065280648689
10.944527125868618, 96.85208337259826, 111.09393201890548
11.115744529697599, 98.36724817412623, 112.83189789012813
11.413906686423203, 101.00579305867281, 115.85843398336803
11.529234846388619, 102.02637370466323, 117.0290883767205
11.82868578755336, 104.67632350935969, 120.06870645415412
9.195480180449692, 81.37413365105124, 93.33998977749292
9.303673355480761, 82.33157423189529, 94.43821952223917
11.882409857233768, 105.15174725457602, 120.61404003286556
10.818978022842916, 95.74105390062962, 109.81952853338578
9.60137152300954, 84.96601310803618, 97.46004582914506
10.401769664372503, 92.04902607214413, 105.58459755093342
10.766020768495519, 95.27241598194651, 109.28197861946833
11.786612417966849, 104.30400102780382, 119.64163491356628
9.60534128194697, 85.00114294225884, 97.50034141473355
10.096453601602645, 89.34717368269858, 102.48544474775166
9.522782041463122, 84.27054632985514, 96.66231245794417
10.409594226008702, 92.11826845120973, 105.66402184295559
10.838613019203667, 95.91481109293967, 110.01883627192998
11.994959116456329, 106.14773640169804, 121.7564868109722
9.191472333390811, 81.33866676125075, 93.29930757317464
9.508726921579315, 84.14616748487235, 96.51964402513462
11.80769023521772, 104.49052626459259, 119.85558820454406
9.549872636903933, 84.51028081797617, 96.93729928319857
9.873346325554836, 87.37281661342496, 100.22076357211692
9.67041748223637, 85.57702580165655, 98.16090636083447
10.364131387306678, 91.7159513301789, 105.20254502864799
11.228172508778748, 99.36216406936333, 113.97311359743287
11.901952731788786, 105.32468922767133, 120.81241267631559
11.355505319592794, 100.48897821740269, 115.2656228548604
10.514840337538448, 93.04962940004668, 106.73233701318382
10.797151307110338, 95.54790139001223, 109.59797344508418
10.578076552451265, 93.60922956261813, 107.3742249339559
11.443332335540825, 101.26619128226501, 116.15712309301065
10.709590501797633, 94.77304411945245, 108.70917541470256
9.051438835904452, 80.09945963813543, 91.87787824404916
9.981525125170776, 88.33012998101543, 101.31884739722929
10.910273467740794, 96.54896034913102, 110.74623553794406
11.492501832297087, 101.70130996253857, 116.65622485110609
11.055345074347782, 97.8327515240724, 112.21880488853543
10.121475567935281, 89.56860212282432, 102.73943366794602
9.091946876182112, 80.4579299538569, 92.2890606936032
9.154188927594024, 81.00873240363838, 92.92085722064807
10.724741623335904, 94.90712187992003, 108.86296896346214
9.437103232926523, 83.51234353020766, 95.79261789539629
11.728321592695272, 103.7881644088131, 119.04994585239704
11.77129938000867, 104.16849041030919, 119.48619780985553
11.322700798544012, 100.19867913265692, 114.9326360396793
11.410209996012382, 100.97307970671581, 115.82091021751943
11.740942075795056, 103.89984763343536, 119.1780518066707
9.77016130270537, 86.45969498460659, 99.17336976679543
11.193110275738276, 99.0518856737222, 113.61720956530502
9.801570010992304, 86.73764201682158, 99.49218819203217
10.441488319748167, 92.40051083504439, 105.9877672401708
10.901257872284821, 96.4691780805402, 110.65472149287139
10.806482993340936, 95.63048086031905, 109.69269601315872
11.772713474593253, 104.18100424530887, 119.5005517719629
9.620889909713611, 85.13873837927181, 97.65816990528677
10.26124901378965, 90.80550795488767, 104.15822330711565
10.9421804191127, 96.83131651481068, 111.07011144833061
11.904865293703686, 105.35046354264773, 120.8419770377223
10.718213185939133, 94.84934937355469, 108.79670115928882
9.749257460475011, 86.27470931576786, 98.96118243325733
11.581268193061492, 102.48683562980251, 117.55726003836583
10.876758731456432, 96.25237631260819, 110.406039585064
10.01854019943466, 88.65768977573467, 101.69457401352389
10.094139337598142, 89.32669392256525, 102.46195349179942
9.834223035752148, 87.02660045605218, 99.82363722323862
11.313042242400783, 100.11320707213895, 114.83459553347593
